position,so_far,food_category,generated_note_name_291,generated_note_name_292,generated_note_name_293,generated_note_name_294,generated_note_name_295,generated_note_name_296,generated_note_name_297,generated_note_name_298,generated_note_name_299,generated_note_name_300,generated_note_name_301,generated_note_name_302,generated_note_name_303,generated_note_name_304,generated_note_name_305,generated_note_name_306,generated_note_name_307,generated_note_name_308,generated_note_name_309,generated_note_name_310,generated_note_name_311,generated_note_name_312,child_children_upto_59_months_yesterday,child_children_up_to_7_days,mother_to_the_child_children_yesterday,mother_to_child_children_upto_7_days,PARENT_KEY,KEY
6,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Milk_Products Nuts_and_seeds Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_seasonings Beverages Savoury_and_fried_snacks Meal_outsid,Fruits,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:b5610044-6636-4773-b86b-09f8e1912e57,uuid:b5610044-6636-4773-b86b-09f8e1912e57/sclamp/DIEATRY_DIVERSITY_SCORE[6]
7,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Milk_Products Nuts_and_seeds Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_seasonings Beverages Savoury_and_fried_snacks Meal_,Other_fruits,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:b5610044-6636-4773-b86b-09f8e1912e57,uuid:b5610044-6636-4773-b86b-09f8e1912e57/sclamp/DIEATRY_DIVERSITY_SCORE[7]
8,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Milk_Products Nuts_and_seeds Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_seasonings Beverages Savoury_and_fried_snacks Meal_ou,Organ_meat,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:b5610044-6636-4773-b86b-09f8e1912e57,uuid:b5610044-6636-4773-b86b-09f8e1912e57/sclamp/DIEATRY_DIVERSITY_SCORE[8]
9,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Milk_Products Nuts_and_seeds Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_seasonings Beverages Savoury_and_fried_snacks Meal_ou,Flesh_meat,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:b5610044-6636-4773-b86b-09f8e1912e57,uuid:b5610044-6636-4773-b86b-09f8e1912e57/sclamp/DIEATRY_DIVERSITY_SCORE[9]
10,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Milk_Products Nuts_and_seeds Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_seasonings Beverages Savoury_and_fried_snacks Meal_outside_,Eggs,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:b5610044-6636-4773-b86b-09f8e1912e57,uuid:b5610044-6636-4773-b86b-09f8e1912e57/sclamp/DIEATRY_DIVERSITY_SCORE[10]
11,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Milk_Products Nuts_and_seeds Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_seasonings Beverages Savoury_and_fried_snacks Meal_outside_,Fish,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:b5610044-6636-4773-b86b-09f8e1912e57,uuid:b5610044-6636-4773-b86b-09f8e1912e57/sclamp/DIEATRY_DIVERSITY_SCORE[11]
12,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Milk_Products Nuts_and_seeds Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_seasonings Beverages Savoury_and_fried_snacks Meal_outsid,Pulses,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:b5610044-6636-4773-b86b-09f8e1912e57,uuid:b5610044-6636-4773-b86b-09f8e1912e57/sclamp/DIEATRY_DIVERSITY_SCORE[12]
13,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Milk_Products Nuts_and_seeds Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_seasonings Beverages Savoury_and_fried_snacks Meal,Milk_Products,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:b5610044-6636-4773-b86b-09f8e1912e57,uuid:b5610044-6636-4773-b86b-09f8e1912e57/sclamp/DIEATRY_DIVERSITY_SCORE[13]
14,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Milk_Products Nuts_and_seeds Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_seasonings Beverages Savoury_and_fried_snacks Mea,Nuts_and_seeds,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:b5610044-6636-4773-b86b-09f8e1912e57,uuid:b5610044-6636-4773-b86b-09f8e1912e57/sclamp/DIEATRY_DIVERSITY_SCORE[14]
15,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Milk_Products Nuts_and_seeds Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_seasonings Beverages Savoury_and_fried_snacks Meal,Oils_and_fats,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:b5610044-6636-4773-b86b-09f8e1912e57,uuid:b5610044-6636-4773-b86b-09f8e1912e57/sclamp/DIEATRY_DIVERSITY_SCORE[15]
16,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Milk_Products Nuts_and_seeds Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_seasonings Beverages Savoury_and_fried_snacks ,Red_palm_products,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:b5610044-6636-4773-b86b-09f8e1912e57,uuid:b5610044-6636-4773-b86b-09f8e1912e57/sclamp/DIEATRY_DIVERSITY_SCORE[16]
17,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Milk_Products Nuts_and_seeds Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_seasonings Beverages Savoury_and_fried_snacks Meal_outsid,Sweets,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:b5610044-6636-4773-b86b-09f8e1912e57,uuid:b5610044-6636-4773-b86b-09f8e1912e57/sclamp/DIEATRY_DIVERSITY_SCORE[17]
18,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Milk_Products Nuts_and_seeds Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_seasonings Beverages Savoury_and_fried,Sugar_sweetened_beverages,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:b5610044-6636-4773-b86b-09f8e1912e57,uuid:b5610044-6636-4773-b86b-09f8e1912e57/sclamp/DIEATRY_DIVERSITY_SCORE[18]
19,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Milk_Products Nuts_and_seeds Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_seasonings Beverages Savoury_and_fried,Condiments_and_seasonings,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:b5610044-6636-4773-b86b-09f8e1912e57,uuid:b5610044-6636-4773-b86b-09f8e1912e57/sclamp/DIEATRY_DIVERSITY_SCORE[19]
20,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Milk_Products Nuts_and_seeds Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_seasonings Beverages Savoury_and_fried_snacks Meal_out,Beverages,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:b5610044-6636-4773-b86b-09f8e1912e57,uuid:b5610044-6636-4773-b86b-09f8e1912e57/sclamp/DIEATRY_DIVERSITY_SCORE[20]
21,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Milk_Products Nuts_and_seeds Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_seasonings Beverages Savoury_and_fried_,Savoury_and_fried_snacks,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:b5610044-6636-4773-b86b-09f8e1912e57,uuid:b5610044-6636-4773-b86b-09f8e1912e57/sclamp/DIEATRY_DIVERSITY_SCORE[21]
22,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Milk_Products Nuts_and_seeds Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_seasonings Beverages Savoury_and_fried_snacks ,Meal_outside_home,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:b5610044-6636-4773-b86b-09f8e1912e57,uuid:b5610044-6636-4773-b86b-09f8e1912e57/sclamp/DIEATRY_DIVERSITY_SCORE[22]
1,~,Cereals,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:455c8386-fb71-4c73-bf12-b45f99661f78,uuid:455c8386-fb71-4c73-bf12-b45f99661f78/sclamp/DIEATRY_DIVERSITY_SCORE[1]
2,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Nuts_and_seeds Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_seasonings Beverages Savoury_and_fried_sna,Tubers_and_Vegetables,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:455c8386-fb71-4c73-bf12-b45f99661f78,uuid:455c8386-fb71-4c73-bf12-b45f99661f78/sclamp/DIEATRY_DIVERSITY_SCORE[2]
3,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Nuts_and_seeds Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_seasonings Beverages Savoury_and_fried_sn,White_tubers_and_roots,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:455c8386-fb71-4c73-bf12-b45f99661f78,uuid:455c8386-fb71-4c73-bf12-b45f99661f78/sclamp/DIEATRY_DIVERSITY_SCORE[3]
4,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Nuts_and_seeds Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_seasonings Beverages Savoury_and_fri,Dark_green_leafy_vegetables,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:455c8386-fb71-4c73-bf12-b45f99661f78,uuid:455c8386-fb71-4c73-bf12-b45f99661f78/sclamp/DIEATRY_DIVERSITY_SCORE[4]
5,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Nuts_and_seeds Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_seasonings Beverages Savoury_and_fried_snacks Meal_ou,Vegetables,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:455c8386-fb71-4c73-bf12-b45f99661f78,uuid:455c8386-fb71-4c73-bf12-b45f99661f78/sclamp/DIEATRY_DIVERSITY_SCORE[5]
6,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Nuts_and_seeds Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_seasonings Beverages Savoury_and_fried_snacks Meal_outsid,Fruits,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:455c8386-fb71-4c73-bf12-b45f99661f78,uuid:455c8386-fb71-4c73-bf12-b45f99661f78/sclamp/DIEATRY_DIVERSITY_SCORE[6]
7,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Nuts_and_seeds Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_seasonings Beverages Savoury_and_fried_snacks Meal_,Other_fruits,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:455c8386-fb71-4c73-bf12-b45f99661f78,uuid:455c8386-fb71-4c73-bf12-b45f99661f78/sclamp/DIEATRY_DIVERSITY_SCORE[7]
8,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Nuts_and_seeds Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_seasonings Beverages Savoury_and_fried_snacks Meal_ou,Organ_meat,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:455c8386-fb71-4c73-bf12-b45f99661f78,uuid:455c8386-fb71-4c73-bf12-b45f99661f78/sclamp/DIEATRY_DIVERSITY_SCORE[8]
9,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Nuts_and_seeds Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_seasonings Beverages Savoury_and_fried_snacks Meal_ou,Flesh_meat,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:455c8386-fb71-4c73-bf12-b45f99661f78,uuid:455c8386-fb71-4c73-bf12-b45f99661f78/sclamp/DIEATRY_DIVERSITY_SCORE[9]
10,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Nuts_and_seeds Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_seasonings Beverages Savoury_and_fried_snacks Meal_outside_,Eggs,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:455c8386-fb71-4c73-bf12-b45f99661f78,uuid:455c8386-fb71-4c73-bf12-b45f99661f78/sclamp/DIEATRY_DIVERSITY_SCORE[10]
11,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Nuts_and_seeds Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_seasonings Beverages Savoury_and_fried_snacks Meal_outside_,Fish,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:455c8386-fb71-4c73-bf12-b45f99661f78,uuid:455c8386-fb71-4c73-bf12-b45f99661f78/sclamp/DIEATRY_DIVERSITY_SCORE[11]
12,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Nuts_and_seeds Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_seasonings Beverages Savoury_and_fried_snacks Meal_outsid,Pulses,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:455c8386-fb71-4c73-bf12-b45f99661f78,uuid:455c8386-fb71-4c73-bf12-b45f99661f78/sclamp/DIEATRY_DIVERSITY_SCORE[12]
13,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Nuts_and_seeds Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_seasonings Beverages Savoury_and_fried_snacks Mea,Nuts_and_seeds,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:455c8386-fb71-4c73-bf12-b45f99661f78,uuid:455c8386-fb71-4c73-bf12-b45f99661f78/sclamp/DIEATRY_DIVERSITY_SCORE[13]
14,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Nuts_and_seeds Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_seasonings Beverages Savoury_and_fried_snacks Meal,Milk_Products,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:455c8386-fb71-4c73-bf12-b45f99661f78,uuid:455c8386-fb71-4c73-bf12-b45f99661f78/sclamp/DIEATRY_DIVERSITY_SCORE[14]
15,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Nuts_and_seeds Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_seasonings Beverages Savoury_and_fried_snacks Meal,Oils_and_fats,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:455c8386-fb71-4c73-bf12-b45f99661f78,uuid:455c8386-fb71-4c73-bf12-b45f99661f78/sclamp/DIEATRY_DIVERSITY_SCORE[15]
16,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Nuts_and_seeds Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_seasonings Beverages Savoury_and_fried_snacks ,Red_palm_products,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:455c8386-fb71-4c73-bf12-b45f99661f78,uuid:455c8386-fb71-4c73-bf12-b45f99661f78/sclamp/DIEATRY_DIVERSITY_SCORE[16]
17,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Nuts_and_seeds Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_seasonings Beverages Savoury_and_fried_snacks Meal_outsid,Sweets,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:455c8386-fb71-4c73-bf12-b45f99661f78,uuid:455c8386-fb71-4c73-bf12-b45f99661f78/sclamp/DIEATRY_DIVERSITY_SCORE[17]
18,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Nuts_and_seeds Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_seasonings Beverages Savoury_and_fried,Sugar_sweetened_beverages,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:455c8386-fb71-4c73-bf12-b45f99661f78,uuid:455c8386-fb71-4c73-bf12-b45f99661f78/sclamp/DIEATRY_DIVERSITY_SCORE[18]
19,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Nuts_and_seeds Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_seasonings Beverages Savoury_and_fried,Condiments_and_seasonings,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:455c8386-fb71-4c73-bf12-b45f99661f78,uuid:455c8386-fb71-4c73-bf12-b45f99661f78/sclamp/DIEATRY_DIVERSITY_SCORE[19]
20,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Nuts_and_seeds Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_seasonings Beverages Savoury_and_fried_snacks Meal_out,Beverages,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:455c8386-fb71-4c73-bf12-b45f99661f78,uuid:455c8386-fb71-4c73-bf12-b45f99661f78/sclamp/DIEATRY_DIVERSITY_SCORE[20]
21,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Nuts_and_seeds Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_seasonings Beverages Savoury_and_fried_,Savoury_and_fried_snacks,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:455c8386-fb71-4c73-bf12-b45f99661f78,uuid:455c8386-fb71-4c73-bf12-b45f99661f78/sclamp/DIEATRY_DIVERSITY_SCORE[21]
22,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Nuts_and_seeds Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_seasonings Beverages Savoury_and_fried_snacks ,Meal_outside_home,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:455c8386-fb71-4c73-bf12-b45f99661f78,uuid:455c8386-fb71-4c73-bf12-b45f99661f78/sclamp/DIEATRY_DIVERSITY_SCORE[22]
1,~,Cereals,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:b9025b2b-caa2-45a1-8ea7-21586ae13822,uuid:b9025b2b-caa2-45a1-8ea7-21586ae13822/sclamp/DIEATRY_DIVERSITY_SCORE[1]
2,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Flesh_meat Flesh_meat Eggs Fish Pulses Nuts_and_seeds Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_seasonings Beverages Savoury_and_fried_sna,Tubers_and_Vegetables,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:b9025b2b-caa2-45a1-8ea7-21586ae13822,uuid:b9025b2b-caa2-45a1-8ea7-21586ae13822/sclamp/DIEATRY_DIVERSITY_SCORE[2]
3,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Flesh_meat Flesh_meat Eggs Fish Pulses Nuts_and_seeds Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_seasonings Beverages Savoury_and_fried_sn,White_tubers_and_roots,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:b9025b2b-caa2-45a1-8ea7-21586ae13822,uuid:b9025b2b-caa2-45a1-8ea7-21586ae13822/sclamp/DIEATRY_DIVERSITY_SCORE[3]
4,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Flesh_meat Flesh_meat Eggs Fish Pulses Nuts_and_seeds Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_seasonings Beverages Savoury_and_fri,Dark_green_leafy_vegetables,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:b9025b2b-caa2-45a1-8ea7-21586ae13822,uuid:b9025b2b-caa2-45a1-8ea7-21586ae13822/sclamp/DIEATRY_DIVERSITY_SCORE[4]
5,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Flesh_meat Flesh_meat Eggs Fish Pulses Nuts_and_seeds Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_seasonings Beverages Savoury_and_fried_snacks Meal_ou,Vegetables,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:b9025b2b-caa2-45a1-8ea7-21586ae13822,uuid:b9025b2b-caa2-45a1-8ea7-21586ae13822/sclamp/DIEATRY_DIVERSITY_SCORE[5]
6,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Flesh_meat Flesh_meat Eggs Fish Pulses Nuts_and_seeds Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_seasonings Beverages Savoury_and_fried_snacks Meal_outsid,Fruits,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:b9025b2b-caa2-45a1-8ea7-21586ae13822,uuid:b9025b2b-caa2-45a1-8ea7-21586ae13822/sclamp/DIEATRY_DIVERSITY_SCORE[6]
7,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Flesh_meat Flesh_meat Eggs Fish Pulses Nuts_and_seeds Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_seasonings Beverages Savoury_and_fried_snacks Meal_,Other_fruits,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:b9025b2b-caa2-45a1-8ea7-21586ae13822,uuid:b9025b2b-caa2-45a1-8ea7-21586ae13822/sclamp/DIEATRY_DIVERSITY_SCORE[7]
8,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Flesh_meat Flesh_meat Eggs Fish Pulses Nuts_and_seeds Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_seasonings Beverages Savoury_and_fried_snacks Meal_ou,Flesh_meat,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:b9025b2b-caa2-45a1-8ea7-21586ae13822,uuid:b9025b2b-caa2-45a1-8ea7-21586ae13822/sclamp/DIEATRY_DIVERSITY_SCORE[8]
9,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Flesh_meat Flesh_meat Eggs Fish Pulses Nuts_and_seeds Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_seasonings Beverages Savoury_and_fried_snacks Meal_ou,Flesh_meat,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:b9025b2b-caa2-45a1-8ea7-21586ae13822,uuid:b9025b2b-caa2-45a1-8ea7-21586ae13822/sclamp/DIEATRY_DIVERSITY_SCORE[9]
