other_constraints_for_maize_production_Aug_Sept_2020,other_constraints_Aug_Sept_2020,level_of_severity_maize_production_Aug_Sept_2020,PARENT_KEY,KEY
Drought,,Medium,uuid:f682731b-3d6b-4491-b8fe-b14d0971e11a/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:f682731b-3d6b-4491-b8fe-b14d0971e11a/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Soil_fertility_exhaustion_,,High,uuid:a7944a93-8b27-4870-9370-e4e4d1dec72b/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:a7944a93-8b27-4870-9370-e4e4d1dec72b/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Shortage_of_rain,,High,uuid:a7944a93-8b27-4870-9370-e4e4d1dec72b/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:a7944a93-8b27-4870-9370-e4e4d1dec72b/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[2]
other,Thieves,Medium,uuid:a7944a93-8b27-4870-9370-e4e4d1dec72b/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:a7944a93-8b27-4870-9370-e4e4d1dec72b/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[3]
Plant_diseases_,,Low,uuid:a315471a-5314-4119-91ea-daf90803b1ce/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:a315471a-5314-4119-91ea-daf90803b1ce/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Soil_fertility_exhaustion_,,Medium,uuid:83177d03-e631-44d2-9f90-da427bcd0b74/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:83177d03-e631-44d2-9f90-da427bcd0b74/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Shortage_of_rain,,High,uuid:83177d03-e631-44d2-9f90-da427bcd0b74/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:83177d03-e631-44d2-9f90-da427bcd0b74/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[2]
other,Soil erosion,High,uuid:5beecaba-3f99-4397-9acf-e0a47debc7bd/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:5beecaba-3f99-4397-9acf-e0a47debc7bd/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Soil_fertility_exhaustion_,,High,uuid:5beecaba-3f99-4397-9acf-e0a47debc7bd/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:5beecaba-3f99-4397-9acf-e0a47debc7bd/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[2]
Plant_diseases_,,Medium,uuid:5beecaba-3f99-4397-9acf-e0a47debc7bd/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:5beecaba-3f99-4397-9acf-e0a47debc7bd/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[3]
other,Soil erosion,High,uuid:5beecaba-3f99-4397-9acf-e0a47debc7bd/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2],uuid:5beecaba-3f99-4397-9acf-e0a47debc7bd/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]/other_constraints_maize_production[1]
Soil_fertility_exhaustion_,,High,uuid:5beecaba-3f99-4397-9acf-e0a47debc7bd/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2],uuid:5beecaba-3f99-4397-9acf-e0a47debc7bd/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]/other_constraints_maize_production[2]
Soil_fertility_exhaustion_,,High,uuid:5beecaba-3f99-4397-9acf-e0a47debc7bd/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2],uuid:5beecaba-3f99-4397-9acf-e0a47debc7bd/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]/other_constraints_maize_production[3]
Plant_diseases_,,Medium,uuid:5beecaba-3f99-4397-9acf-e0a47debc7bd/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2],uuid:5beecaba-3f99-4397-9acf-e0a47debc7bd/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]/other_constraints_maize_production[4]
Other_pests,,Medium,uuid:10a33ce9-94d9-4aec-8e1a-f4c6dbcc5f5e/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:10a33ce9-94d9-4aec-8e1a-f4c6dbcc5f5e/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Soil_fertility_exhaustion_,,High,uuid:10a33ce9-94d9-4aec-8e1a-f4c6dbcc5f5e/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:10a33ce9-94d9-4aec-8e1a-f4c6dbcc5f5e/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[2]
Plant_diseases_,,Medium,uuid:10a33ce9-94d9-4aec-8e1a-f4c6dbcc5f5e/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:10a33ce9-94d9-4aec-8e1a-f4c6dbcc5f5e/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[3]
Drought,,Medium,uuid:790a7e62-b2c7-4d49-9318-a8df9c3096e9/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:790a7e62-b2c7-4d49-9318-a8df9c3096e9/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Soil_fertility_exhaustion_,,High,uuid:b7b6322f-b708-4475-a408-6b7338e7fb92/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:b7b6322f-b708-4475-a408-6b7338e7fb92/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Other_pests,,High,uuid:b7b6322f-b708-4475-a408-6b7338e7fb92/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:b7b6322f-b708-4475-a408-6b7338e7fb92/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[2]
Other_pests,,Medium,uuid:be1088bd-fded-4c04-9579-7b20c04053fd/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2],uuid:be1088bd-fded-4c04-9579-7b20c04053fd/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]/other_constraints_maize_production[1]
Soil_fertility_exhaustion_,,Medium,uuid:be1088bd-fded-4c04-9579-7b20c04053fd/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2],uuid:be1088bd-fded-4c04-9579-7b20c04053fd/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]/other_constraints_maize_production[2]
Shortage_of_rain,,Medium,uuid:e25e3ec5-33cd-4725-954c-defc0b9c0422/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:e25e3ec5-33cd-4725-954c-defc0b9c0422/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Other_pests,,Medium,uuid:d882ddfb-dd1a-4cc4-973a-aa0e90fc69bc/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:d882ddfb-dd1a-4cc4-973a-aa0e90fc69bc/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Soil_fertility_exhaustion_,,Medium,uuid:d882ddfb-dd1a-4cc4-973a-aa0e90fc69bc/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:d882ddfb-dd1a-4cc4-973a-aa0e90fc69bc/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[2]
Drought,,Medium,uuid:d882ddfb-dd1a-4cc4-973a-aa0e90fc69bc/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:d882ddfb-dd1a-4cc4-973a-aa0e90fc69bc/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[3]
Soil_fertility_exhaustion_,,Medium,uuid:c7d2ff26-8041-4025-9544-b0ce88abfb2b/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:c7d2ff26-8041-4025-9544-b0ce88abfb2b/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
